Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
866.6,10.4,64.0,45722.39022207462,45722.39022207462,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1158.8,70.5,450.6,161.82992063492063,150.68107612589571,431.8,169402615.79041082,5.5,16.96364492177853,213.09522145021447,66236.07647612749,0.9,38.5
3934.3,12.6,131.2,35708.79947537456,35708.79947537456,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,7295.8,66.0,1242.0,475.7062067928631,500.70290902742255,406.3,169402615.8126709,13.5,30.885370759369287,708.9196198038293,251721.1268168724,1.0,244.6
5592.8,12.6,97.6,66.40350614102144,66.40350614102144,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1653.0,112.1,723.3,249.3036507936508,205.55203464315133,386.6,0.013611102104187,5.5,21.78709462679008,290.6944751657289,84028.64752544723,0.9,38.5
9303.6,14.8,80.8,51.20127978459964,51.20127978459964,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,5604.6,66.0,1514.0,361.9525624702096,421.6836604418002,300.2,169402615.8556471,13.5,26.954506332793898,597.0460046902558,178453.00169124315,1.0,244.6
8592.4,12.6,98.6,42.7064549369321,42.7064549369321,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1319.1,136.8,834.0,314.47492063492064,265.39423887363307,209.2,0.0139309883117675,5.5,24.25514784078213,375.3241319907768,80115.1107314185,0.9,38.5
12734.7,14.8,76.8,42.89171988132086,42.89171988132086,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,4174.5,54.0,920.4,267.91687461403404,300.5708711242068,309.8,169402615.8903171,13.5,23.15041573074133,425.8446809207418,91240.16137156132,1.0,244.6
11107.5,12.6,69.9,1746.5614238993542,1746.5614238993542,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1908.6,139.2,875.6,408.9753968253968,301.18208026472314,286.6,0.0176846981048584,5.5,28.183234767132525,425.9357826541135,101266.59051826656,0.9,38.5
223.4,6.0,64.0,23763.400870427176,23763.400870427176,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3320.8,54.0,938.0,219.09780207193907,286.34191021712724,80.4,169402615.8887145,13.5,20.9274894927728,405.68639996715865,82699.42705645696,1.0,244.6
16821.0,15.9,64.0,39.13557593453474,39.13557593453474,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,1780.6,66.0,847.2,320.1484126984127,319.5651917097121,296.0,0.0149307966232299,5.5,24.81398689240341,451.933428178233,114810.18100655076,0.9,38.5
23523.4,17.0,64.0,46.17944519099656,46.17944519099656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4475.4,64.4,934.0,288.65925559992127,299.02096633724545,296.8,169402615.9421717,13.5,24.05521362843126,423.6962568917646,89871.68269821022,1.0,244.6
